Question, Tag
A computer system has a three level memory hierarchy with access time and hit ratios as shown below Level 1 Cache memory Access time 50 nsec byte Size Hit Ratio 8 M byte 0 80 16 M byte 0 90 64 M byte 0 95  Level 2 main memory Access time 200 nsec byte Size Hit ratio 4M byte 0 98 16 M byte 0 99 64 M byte 0 995  Level 3 Access time 5 micro seconds byte Size Hit ratio 260 Mbyte 1 0  What should be the minimum sizes of level 1 and 2 memories to achieve an average access time of less than 100 nsec What is the average access time achieved using the chosen sizes of level 1 and level 2 memories  ,Cache Memory
For a set associative Cache organization the parameters are as follows t_c Cache access time t_m Main memory access time l number of sets b block size k imes b set size Calculate the hit ratio for a loop executed 100 times where the size of the loop is n imes b and n k imes m is a non zero integer and 1 lt m leq l Give the value of the hit ratio for l 1 ,Cache Memory
The main memory of a computer has 2 cm blocks while the cache has 2c blocks If the cache uses the set associative mapping scheme with 2 blocks per set then block k of the main memory maps to the set k mod m of the cache k mod c of the cache k mod 2c of the cache k mod 2 cm of the cache  ,Cache Memory
The main difference s between a CISC and a RISC processor is are that a RISC processor typically has fewer instructions has fewer addressing modes has more registers is easier to implement using hard wired logic ,Cisc Risc Architecture
Many microprocessors have a specified lower limit on clock frequency apart from the maximum clock frequency limit because _____,Clock Frequency
The floating point unit of a processor using a design D takes 2t cycles compared to t cycles taken by the fixed point unit There are two more design suggestions D_1 and D_2 D_1 uses 30 more cycles for fixed point unit but 30 less cycles for floating point unit as compared to design D D_2 uses 40 less cycles for fixed point unit but 10 more cycles for floating point unit as compared to design D For a given program which has 80 fixed point operations and 20 floating point operations which of the following ordering reflects the relative performances of three designs D_i gt D_j denotes that D_i is faster than D_j D_1 gt D gt D_2 D_2 gt D gt D_1 D gt D_2 gt D_1 D gt D_1 gt D_2 ,Clock Frequency
Consider a 2 way set associative cache with 256 blocks and uses LRU replacement Initially the cache is empty Conflict misses are those misses which occur due to the contention of multiple blocks for the same cache set Compulsory misses occur due to first time access to the block The following sequence of access to memory blocks      big 0 128 256 128 0 128 256 128 1 129 257 129 1 129 257 129 big is repeated 10 times The number of conflict misses experienced by the cache is _________ ,Conflict Misses
Microprogrammed control unit is faster than a hardwired control unit facilitates easy implementation of new instructions is useful when very small programs are to be run usually refers to control unit of a microprocessor ,Control Unit
Data forwarding techniques can be used to speed up the operation in presence of data dependencies Consider the following replacements of LHS with RHS  R1 u2192 Loc Loc u2192 R2 quad  u2261   R1 u2192 R2 R1 u2192 Loc  R1 u2192 Loc Loc u2192 R2  quad  u2261  R1 u2192 R2  R1 u2192 Loc R2 u2192 Loc  quad  u2261  R1 u2192 Loc  R1 u2192 Loc R2 u2192 Loc  quad  u2261   R2 u2192 Loc In which of the following options will the result of executing the RHS be the same as executing the LHS irrespective of the instructions that follow i  and iii i  and iv ii  and iii ii  and iv ,Data Dependences
 Consider the following code sequence having five instructions from I_1 ext to I_5 Each of these instructions has the following format  OP Ri Rj Rk Where operation OP is performed on contents of registers Rj and Rk and the result is stored in register Ri I_1 ADD R1 R2 R3 I_2 MUL R7 R1 R3 I_3 SUB R4 R1 R5 I_4 ADD R3 R2 R4 I_5 MUL R7 R8 R9 Consider the following three statements S1 There is an anti dependence between instructions I_2 ext and I_5 S2 There is an anti dependence between instructions I_2 ext and I_4 S3 Within an instruction pipeline an anti dependence always creates one or more stalls Which one of the above statements is are correct  Only S1 is true Only S2 is true Only S1 and S3 are true Only S2 and S3 are true ,Data Dependences
Consider the following data path of a simple non pipelined CPU The registers A B A1 A2 MDR the bus and the ALU are 8 bit wide SP and MAR are 16 bit registers The MUX is of size 8 imes 2 1 and the DEMUX is of size 8 imes 1 2 Each memory operation takes 2 CPU clock cycles and uses MAR Memory Address Register and MDR Memory Date Register SP can be decremented locally The CPU instruction push r where r A or B has the specification M SP u2190 r  SP u2190 SP 1 How many CPU clock cycles are required to execute the push r instruction 2 3 4 5 ,Data Path
 Consider the following data path of a CPU    The ALU the bus and all the registers in the data path are of identical size All operations including incrementation of the PC and the GPRs are to be carried out in the ALU Two clock cycles are needed for memory read operation ndash the first one for loading address in the MAR and the next one for loading data from the memory bus into the MDR The instruction ldquo add R0 R1 rdquo has the register transfer interpretation R0 lt R0 R1 The minimum number of clock cycles needed for execution cycle of this instruction is 2 3 4 5 ,Data Path
 The ALU the bus and all the registers in the data path are of identical size All operations including incrementation of the PC and the GPRs are to be carried out in the ALU Two clock cycles are needed for memory read operation ndash the first one for loading address in the MAR and the next one for loading data from the memory bus into the MDR The instruction call Rn sub rdquo is a two word instruction Assuming that PC is incremented during the fetch cycle of the first word of the instruction its register transfer interpretation is Rn lt PC 1 PC lt M PC The minimum number of CPU clock cycles needed during the execution cycle of this instruction is 2 3 4 5 ,Data Path
Suppose the functions F and G can be computed in 5 and 3 nanoseconds by functional units U_ F and U_ G respectively Given two instances of U_ F and two instances of U_ G it is required to implement the computation F G X_ i for 1 leq i leq 10 Ignoring all other delays the minimum time required to complete this computation is ____________ nanoseconds ,Data Path
Consider a disk with following specifications 20 surface 1000 tracks surface 16 sectors track data destiny 1 KB sector rotation speed 3000 rpm The operating system initiates the transfer between the disk and the memory sector wise Once the head has been placed on the right track the disk reads a sector in a single scan It reads bits from the sector while the head is passing over the sector The read bits are formed into bytes in a serial in parallel out buffer and each byte is then transferred to memory The disk writing is exactly a complementary process For parts C and D below assume memory read write time 0 1 microsecond byte interrupt driven transfer has an interrupt overhead 0 4 microseconds the DMA initialization and termination overhead is negligible compared to the total sector transfer time DMA requests are always granted What is the total capacity of the desk What is the data transfer rate What is the percentage of time the CPU is required for this disk I O for bite wise interrupts driven transfer What is the maximum percentage of time the CPU is held up for this disk I O for cycle stealing DMA transfer ,Disks
A certain moving arm disk storage with one head has the following specifications Number of tracks recording surface 200 Disk rotation speed 2400 rpm Track storage capacity 62 500 bits  The average latency of this device is P ms and the data transfer rate is Q bits sec Write the values of P and Q ,Disks
The root directory of a disk should be placed at a fixed address in main memory at a fixed location on the disk anywhere on the disk at a fixed location on the system disk anywhere on the system disk ,Disks
If the overhead for formatting a disk is 96 bytes for a 4000 byte sector Compute the unformatted capacity of the disk for the following parameters Number of surfaces 8 Outer diameter of the disk 12 cm Inner diameter of the disk 4 cm Inner track space 0 1 mm Number of sectors per track 20 If the disk in a is rotating at 360 rpm determine the effective data transfer rate which is defined as the number of bytes transferred per second between disk and memory ,Disks
A program P reads and processes 1000 consecutive records from a sequential file F stored on device D without using any file system facilities Given the following Size of each record 3200 bytes Access time of D 10 msecs Data transfer rate of D 800 imes 10 3 bytes second CPU time to process each record 3 msecs What is the elapsed time of P if F contains unblocked records and P does not use buffering F contains unblocked records and P uses one buffer i e it always reads ahead into the buffer records of F are organized using a blocking factor of 2 i e each block on D contains two records of F and P uses one buffer ,Disks
